PACZ,AK,Cape Romanzoff Airways Facilities Sector,61.783,-166.033,http://weather.noaa.gov/weather/current/PACZ.html,http://weather.gov/xml/current_obs/PACZ.rss,http://weather.gov/xml/current_obs/PACZ.xml
PADE,AK,Deering Airport,66.08,-162.75,http://weather.noaa.gov/weather/current/PADE.html,http://weather.gov/xml/current_obs/PADE.rss,http://weather.gov/xml/current_obs/PADE.xml
PADK,AK,Adak Is. NAF,51.89,-176.65,http://weather.noaa.gov/weather/current/PADK.html,http://weather.gov/xml/current_obs/PADK.rss,http://weather.gov/xml/current_obs/PADK.xml
PADL,AK,Dillingham Municipal,59.05,-158.52,http://weather.noaa.gov/weather/current/PADL.html,http://weather.gov/xml/current_obs/PADL.rss,http://weather.gov/xml/current_obs/PADL.xml
PADQ,AK,Kodiak,57.76,-152.5,http://weather.noaa.gov/weather/current/PADQ.html,http://weather.gov/xml/current_obs/PADQ.rss,http://weather.gov/xml/current_obs/PADQ.xml
PADT,AK,Slana Airport,62.71,-143.99,http://weather.noaa.gov/weather/current/PADT.html,http://weather.gov/xml/current_obs/PADT.rss,http://weather.gov/xml/current_obs/PADT.xml
PADU,AK,Unalaska,53.89,-166.53,http://weather.noaa.gov/weather/current/PADU.html,http://weather.gov/xml/current_obs/PADU.rss,http://weather.gov/xml/current_obs/PADU.xml
PAEC,AK,Chulitna,62.89,-149.84,http://weather.noaa.gov/weather/current/PAEC.html,http://weather.gov/xml/current_obs/PAEC.rss,http://weather.gov/xml/current_obs/PAEC.xml
PAED,AK,Anchorage / Elmendorf Air Force Base,61.25,-149.8,http://weather.noaa.gov/weather/current/PAED.html,http://weather.gov/xml/current_obs/PAED.rss,http://weather.gov/xml/current_obs/PAED.xml
PAEG,AK,Eagle Airport,64.78,-141.15,http://weather.noaa.gov/weather/current/PAEG.html,http://weather.gov/xml/current_obs/PAEG.rss,http://weather.gov/xml/current_obs/PAEG.xml
PAEH,AK,Cape Newenham Airways Facilities Sector,58.66,-162.07,http://weather.noaa.gov/weather/current/PAEH.html,http://weather.gov/xml/current_obs/PAEH.rss,http://weather.gov/xml/current_obs/PAEH.xml
PAEI,AK,Fairbanks / Eielson Air Force Base,64.65,-147.067,http://weather.noaa.gov/weather/current/PAEI.html,http://weather.gov/xml/current_obs/PAEI.rss,http://weather.gov/xml/current_obs/PAEI.xml
PAEL,AK,Elfin Cove Seaplane,58.21,-136.35,http://weather.noaa.gov/weather/current/PAEL.html,http://weather.gov/xml/current_obs/PAEL.rss,http://weather.gov/xml/current_obs/PAEL.xml
PAEM,AK,Emmonak,62.77,-164.5,http://weather.noaa.gov/weather/current/PAEM.html,http://weather.gov/xml/current_obs/PAEM.rss,http://weather.gov/xml/current_obs/PAEM.xml
PAEN,AK,Kenai Municipal Airport,60.58,-151.25,http://weather.noaa.gov/weather/current/PAEN.html,http://weather.gov/xml/current_obs/PAEN.rss,http://weather.gov/xml/current_obs/PAEN.xml
PAER,AK,Merrill Pass West,61.25,-153.817,http://weather.noaa.gov/weather/current/PAER.html,http://weather.gov/xml/current_obs/PAER.rss,http://weather.gov/xml/current_obs/PAER.xml
PAFA,AK,Fairbanks International Airport,64.82,-147.87,http://weather.noaa.gov/weather/current/PAFA.html,http://weather.gov/xml/current_obs/PAFA.rss,http://weather.gov/xml/current_obs/PAFA.xml
PAFB,AK,Wainwright U. S. Army Airfield,64.833,-147.617,http://weather.noaa.gov/weather/current/PAFB.html,http://weather.gov/xml/current_obs/PAFB.rss,http://weather.gov/xml/current_obs/PAFB.xml
PAFE,AK,Kake Airport,56.97,-133.95,http://weather.noaa.gov/weather/current/PAFE.html,http://weather.gov/xml/current_obs/PAFE.rss,http://weather.gov/xml/current_obs/PAFE.xml
PAFK,AK,Farewell Lake Seaplane Base,62.54,-153.62,http://weather.noaa.gov/weather/current/PAFK.html,http://weather.gov/xml/current_obs/PAFK.rss,http://weather.gov/xml/current_obs/PAFK.xml
PAFM,AK,Ambler,67.1,-157.85,http://weather.noaa.gov/weather/current/PAFM.html,http://weather.gov/xml/current_obs/PAFM.rss,http://weather.gov/xml/current_obs/PAFM.xml
PAGA,AK,Galena A.,64.74,-156.94,http://weather.noaa.gov/weather/current/PAGA.html,http://weather.gov/xml/current_obs/PAGA.rss,http://weather.gov/xml/current_obs/PAGA.xml
PAGB,AK,Galbraith Lake,68.49,-149.49,http://weather.noaa.gov/weather/current/PAGB.html,http://weather.gov/xml/current_obs/PAGB.rss,http://weather.gov/xml/current_obs/PAGB.xml
PAGK,AK,Gulkana Airport,62.15,-145.45,http://weather.noaa.gov/weather/current/PAGK.html,http://weather.gov/xml/current_obs/PAGK.rss,http://weather.gov/xml/current_obs/PAGK.xml
PAGL,AK,Golovin Airport,64.54,-163.04,http://weather.noaa.gov/weather/current/PAGL.html,http://weather.gov/xml/current_obs/PAGL.rss,http://weather.gov/xml/current_obs/PAGL.xml
PAGM,AK,Gambell Airport,63.77,-171.74,http://weather.noaa.gov/weather/current/PAGM.html,http://weather.gov/xml/current_obs/PAGM.rss,http://weather.gov/xml/current_obs/PAGM.xml
PAGS,AK,Gustavus,58.42,-135.73,http://weather.noaa.gov/weather/current/PAGS.html,http://weather.gov/xml/current_obs/PAGS.rss,http://weather.gov/xml/current_obs/PAGS.xml
PAGY,AK,Skagway,59.48,-135.32,http://weather.noaa.gov/weather/current/PAGY.html,http://weather.gov/xml/current_obs/PAGY.rss,http://weather.gov/xml/current_obs/PAGY.xml
PAHN,AK,Haines Airport,59.25,-135.52,http://weather.noaa.gov/weather/current/PAHN.html,http://weather.gov/xml/current_obs/PAHN.rss,http://weather.gov/xml/current_obs/PAHN.xml
PAHO,AK,Homer,59.64,-151.5,http://weather.noaa.gov/weather/current/PAHO.html,http://weather.gov/xml/current_obs/PAHO.rss,http://weather.gov/xml/current_obs/PAHO.xml
PAHP,AK,Hooper Bay Automatic Weather Observing / Reporting,61.54,-166.16,http://weather.noaa.gov/weather/current/PAHP.html,http://weather.gov/xml/current_obs/PAHP.rss,http://weather.gov/xml/current_obs/PAHP.xml
PAHS,AK,Huslia,65.7,-156.39,http://weather.noaa.gov/weather/current/PAHS.html,http://weather.gov/xml/current_obs/PAHS.rss,http://weather.gov/xml/current_obs/PAHS.xml
PAHV,AK,Healy River Airport,63.89,-149.02,http://weather.noaa.gov/weather/current/PAHV.html,http://weather.gov/xml/current_obs/PAHV.rss,http://weather.gov/xml/current_obs/PAHV.xml
PAHY,AK,Hydaburg Seaplane Base,55.21,-132.84,http://weather.noaa.gov/weather/current/PAHY.html,http://weather.gov/xml/current_obs/PAHY.rss,http://weather.gov/xml/current_obs/PAHY.xml
PAHZ,AK,Hayes River,61.99,-152.09,http://weather.noaa.gov/weather/current/PAHZ.html,http://weather.gov/xml/current_obs/PAHZ.rss,http://weather.gov/xml/current_obs/PAHZ.xml
PAII,AK,Egegik Automatic Weather Observing / Reporting Sys,58.42,-157.37,http://weather.noaa.gov/weather/current/PAII.html,http://weather.gov/xml/current_obs/PAII.rss,http://weather.gov/xml/current_obs/PAII.xml
PAIL,AK,Iliamna / Iliamna Airport,59.76,-154.92,http://weather.noaa.gov/weather/current/PAIL.html,http://weather.gov/xml/current_obs/PAIL.rss,http://weather.gov/xml/current_obs/PAIL.xml
PAIM,AK,Indian Mountain Airways Facilities Sector,66,-153.7,http://weather.noaa.gov/weather/current/PAIM.html,http://weather.gov/xml/current_obs/PAIM.rss,http://weather.gov/xml/current_obs/PAIM.xml
PAIN,AK,McKinley National Park Airport,63.73,-148.92,http://weather.noaa.gov/weather/current/PAIN.html,http://weather.gov/xml/current_obs/PAIN.rss,http://weather.gov/xml/current_obs/PAIN.xml
PAJC,AK,Chignik Airport,56.31,-158.37,http://weather.noaa.gov/weather/current/PAJC.html,http://weather.gov/xml/current_obs/PAJC.rss,http://weather.gov/xml/current_obs/PAJC.xml
PAJN,AK,Juneau International Airport,58.38,-134.58,http://weather.noaa.gov/weather/current/PAJN.html,http://weather.gov/xml/current_obs/PAJN.rss,http://weather.gov/xml/current_obs/PAJN.xml
PAJV,AK,Sutton,61.72,-148.89,http://weather.noaa.gov/weather/current/PAJV.html,http://weather.gov/xml/current_obs/PAJV.rss,http://weather.gov/xml/current_obs/PAJV.xml
PAKK,AK,Koyuk Airport,64.93,-165.15,http://weather.noaa.gov/weather/current/PAKK.html,http://weather.gov/xml/current_obs/PAKK.rss,http://weather.gov/xml/current_obs/PAKK.xml
PAKN,AK,King Salmon Airport,58.68,-156.65,http://weather.noaa.gov/weather/current/PAKN.html,http://weather.gov/xml/current_obs/PAKN.rss,http://weather.gov/xml/current_obs/PAKN.xml
PAKP,AK,Anaktuvuk Pass,68.13,-151.73,http://weather.noaa.gov/weather/current/PAKP.html,http://weather.gov/xml/current_obs/PAKP.rss,http://weather.gov/xml/current_obs/PAKP.xml
PAKT,AK,Ketchikan International Airport,55.35,-131.7,http://weather.noaa.gov/weather/current/PAKT.html,http://weather.gov/xml/current_obs/PAKT.rss,http://weather.gov/xml/current_obs/PAKT.xml
PAKU,AK,Kuparuk Airport,70.317,-149.583,http://weather.noaa.gov/weather/current/PAKU.html,http://weather.gov/xml/current_obs/PAKU.rss,http://weather.gov/xml/current_obs/PAKU.xml
PAKV,AK,Kaltag Airport,64.33,-158.75,http://weather.noaa.gov/weather/current/PAKV.html,http://weather.gov/xml/current_obs/PAKV.rss,http://weather.gov/xml/current_obs/PAKV.xml
PAKW,AK,Klawock Airport,55.59,-133.09,http://weather.noaa.gov/weather/current/PAKW.html,http://weather.gov/xml/current_obs/PAKW.rss,http://weather.gov/xml/current_obs/PAKW.xml
PALH,AK,Lake Hood Seaplane,61.19,-149.97,http://weather.noaa.gov/weather/current/PALH.html,http://weather.gov/xml/current_obs/PALH.rss,http://weather.gov/xml/current_obs/PALH.xml
PALJ,AK,Port Alsworth,60.21,-154.31,http://weather.noaa.gov/weather/current/PALJ.html,http://weather.gov/xml/current_obs/PALJ.rss,http://weather.gov/xml/current_obs/PALJ.xml
PALK,AK,Snowshoe Lake,62.03,-146.68,http://weather.noaa.gov/weather/current/PALK.html,http://weather.gov/xml/current_obs/PALK.rss,http://weather.gov/xml/current_obs/PALK.xml
PALR,AK,Chandalar Lake,67.5,-148.49,http://weather.noaa.gov/weather/current/PALR.html,http://weather.gov/xml/current_obs/PALR.rss,http://weather.gov/xml/current_obs/PALR.xml
PALU,AK,Cape Lisburne Airways Fac Sec,68.89,-166.14,http://weather.noaa.gov/weather/current/PALU.html,http://weather.gov/xml/current_obs/PALU.rss,http://weather.gov/xml/current_obs/PALU.xml
PALV,AK,Big River Lake,60.82,-152.31,http://weather.noaa.gov/weather/current/PALV.html,http://weather.gov/xml/current_obs/PALV.rss,http://weather.gov/xml/current_obs/PALV.xml
PAMC,AK,McGrath Airport,62.95,-155.61,http://weather.noaa.gov/weather/current/PAMC.html,http://weather.gov/xml/current_obs/PAMC.rss,http://weather.gov/xml/current_obs/PAMC.xml
PAMD,AK,"Middleton Island, Ak",59.44,-146.33,http://weather.noaa.gov/weather/current/PAMD.html,http://weather.gov/xml/current_obs/PAMD.rss,http://weather.gov/xml/current_obs/PAMD.xml
PAMH,AK,Minchumina,63.91,-152.16,http://weather.noaa.gov/weather/current/PAMH.html,http://weather.gov/xml/current_obs/PAMH.rss,http://weather.gov/xml/current_obs/PAMH.xml
PAML,AK,Manley Hot Springs,65,-150.65,http://weather.noaa.gov/weather/current/PAML.html,http://weather.gov/xml/current_obs/PAML.rss,http://weather.gov/xml/current_obs/PAML.xml
PAMM,AK,Metlakatla Seaplane Base,55.08,-131.35,http://weather.noaa.gov/weather/current/PAMM.html,http://weather.gov/xml/current_obs/PAMM.rss,http://weather.gov/xml/current_obs/PAMM.xml
PAMR,AK,Merrill Field,61.214,-149.846,http://weather.noaa.gov/weather/current/PAMR.html,http://weather.gov/xml/current_obs/PAMR.rss,http://weather.gov/xml/current_obs/PAMR.xml
PAMX,AK,McCarthy,61.44,-142.94,http://weather.noaa.gov/weather/current/PAMX.html,http://weather.gov/xml/current_obs/PAMX.rss,http://weather.gov/xml/current_obs/PAMX.xml
PAMY,AK,Mekoryuk,60.37,-166.27,http://weather.noaa.gov/weather/current/PAMY.html,http://weather.gov/xml/current_obs/PAMY.rss,http://weather.gov/xml/current_obs/PAMY.xml
PANC,AK,Anchorage International Airport,61.17,-150,http://weather.noaa.gov/weather/current/PANC.html,http://weather.gov/xml/current_obs/PANC.rss,http://weather.gov/xml/current_obs/PANC.xml
PANI,AK,Aniak,61.58,-159.53,http://weather.noaa.gov/weather/current/PANI.html,http://weather.gov/xml/current_obs/PANI.rss,http://weather.gov/xml/current_obs/PANI.xml
PANN,AK,Nenana Municipal Airport,64.5473,-149.074,http://weather.noaa.gov/weather/current/PANN.html,http://weather.gov/xml/current_obs/PANN.rss,http://weather.gov/xml/current_obs/PANN.xml
PANT,AK,Annette Island,55.04,-131.57,http://weather.noaa.gov/weather/current/PANT.html,http://weather.gov/xml/current_obs/PANT.rss,http://weather.gov/xml/current_obs/PANT.xml
PANV,AK,Annik Airport,62.65,-160.18,http://weather.noaa.gov/weather/current/PANV.html,http://weather.gov/xml/current_obs/PANV.rss,http://weather.gov/xml/current_obs/PANV.xml
PAOH,AK,Hoonah Seaplane,58.12,-135.45,http://weather.noaa.gov/weather/current/PAOH.html,http://weather.gov/xml/current_obs/PAOH.rss,http://weather.gov/xml/current_obs/PAOH.xml
PAOM,AK,Nome Airport,64.5,-165.44,http://weather.noaa.gov/weather/current/PAOM.html,http://weather.gov/xml/current_obs/PAOM.rss,http://weather.gov/xml/current_obs/PAOM.xml
PAOR,AK,Northway Airport,62.97,-141.94,http://weather.noaa.gov/weather/current/PAOR.html,http://weather.gov/xml/current_obs/PAOR.rss,http://weather.gov/xml/current_obs/PAOR.xml
PAOT,AK,"Kotzebue, Wien Memorial Airport",66.87,-162.64,http://weather.noaa.gov/weather/current/PAOT.html,http://weather.gov/xml/current_obs/PAOT.rss,http://weather.gov/xml/current_obs/PAOT.xml
PAPB,AK,St. George Airport,56.35,-169.4,http://weather.noaa.gov/weather/current/PAPB.html,http://weather.gov/xml/current_obs/PAPB.rss,http://weather.gov/xml/current_obs/PAPB.xml
PAPG,AK,Petersburg,56.82,-132.97,http://weather.noaa.gov/weather/current/PAPG.html,http://weather.gov/xml/current_obs/PAPG.rss,http://weather.gov/xml/current_obs/PAPG.xml
PAPH,AK,Port Heiden,56.96,-158.62,http://weather.noaa.gov/weather/current/PAPH.html,http://weather.gov/xml/current_obs/PAPH.rss,http://weather.gov/xml/current_obs/PAPH.xml
PAPO,AK,Point Hope Automatic Weather Observing / Reporting,68.35,-166.81,http://weather.noaa.gov/weather/current/PAPO.html,http://weather.gov/xml/current_obs/PAPO.rss,http://weather.gov/xml/current_obs/PAPO.xml
PAPR,AK,Prospect Creek Airport,66.817,-150.65,http://weather.noaa.gov/weather/current/PAPR.html,http://weather.gov/xml/current_obs/PAPR.rss,http://weather.gov/xml/current_obs/PAPR.xml
PAPT,AK,Puntilla,62.1,-152.75,http://weather.noaa.gov/weather/current/PAPT.html,http://weather.gov/xml/current_obs/PAPT.rss,http://weather.gov/xml/current_obs/PAPT.xml
PAQT,AK,Nuiqsut Airport,70.21,-151.01,http://weather.noaa.gov/weather/current/PAQT.html,http://weather.gov/xml/current_obs/PAQT.rss,http://weather.gov/xml/current_obs/PAQT.xml
PARC,AK,Arctic Village,68.12,-145.57,http://weather.noaa.gov/weather/current/PARC.html,http://weather.gov/xml/current_obs/PARC.rss,http://weather.gov/xml/current_obs/PARC.xml
PARD,AK,Red Dog Airport,68.08,-162.83,http://weather.noaa.gov/weather/current/PARD.html,http://weather.gov/xml/current_obs/PARD.rss,http://weather.gov/xml/current_obs/PARD.xml
PARL,AK,Central Airport,65.57,-144.77,http://weather.noaa.gov/weather/current/PARL.html,http://weather.gov/xml/current_obs/PARL.rss,http://weather.gov/xml/current_obs/PARL.xml
PASA,AK,Savoonga Airport,63.69,-170.5,http://weather.noaa.gov/weather/current/PASA.html,http://weather.gov/xml/current_obs/PASA.rss,http://weather.gov/xml/current_obs/PASA.xml
PASC,AK,Deadhorse Airport,70.2,-148.47,http://weather.noaa.gov/weather/current/PASC.html,http://weather.gov/xml/current_obs/PASC.rss,http://weather.gov/xml/current_obs/PASC.xml
PASD,AK,Sand Point,55.32,-160.52,http://weather.noaa.gov/weather/current/PASD.html,http://weather.gov/xml/current_obs/PASD.rss,http://weather.gov/xml/current_obs/PASD.xml
PASH,AK,Shishmaref Automatic Wx Obs,66.27,-166.05,http://weather.noaa.gov/weather/current/PASH.html,http://weather.gov/xml/current_obs/PASH.rss,http://weather.gov/xml/current_obs/PASH.xml
PASI,AK,Sitka,57.07,-135.35,http://weather.noaa.gov/weather/current/PASI.html,http://weather.gov/xml/current_obs/PASI.rss,http://weather.gov/xml/current_obs/PASI.xml
PASK,AK,Selawik,66.62,-160,http://weather.noaa.gov/weather/current/PASK.html,http://weather.gov/xml/current_obs/PASK.rss,http://weather.gov/xml/current_obs/PASK.xml
PASL,AK,Sleetmute,61.72,-157.15,http://weather.noaa.gov/weather/current/PASL.html,http://weather.gov/xml/current_obs/PASL.rss,http://weather.gov/xml/current_obs/PASL.xml
PASM,AK,St. Marys Airport,62.07,-163.3,http://weather.noaa.gov/weather/current/PASM.html,http://weather.gov/xml/current_obs/PASM.rss,http://weather.gov/xml/current_obs/PASM.xml
PASN,AK,St. Paul Is.,57.15,-170.22,http://weather.noaa.gov/weather/current/PASN.html,http://weather.gov/xml/current_obs/PASN.rss,http://weather.gov/xml/current_obs/PASN.xml
PASO,AK,Seldovia Airport,59.44,-151.7,http://weather.noaa.gov/weather/current/PASO.html,http://weather.gov/xml/current_obs/PASO.rss,http://weather.gov/xml/current_obs/PASO.xml
PASP,AK,Sheep Mountain Airport,61.82,-147.5,http://weather.noaa.gov/weather/current/PASP.html,http://weather.gov/xml/current_obs/PASP.rss,http://weather.gov/xml/current_obs/PASP.xml
PASV,AK,Sparrevohn,61.1,-155.567,http://weather.noaa.gov/weather/current/PASV.html,http://weather.gov/xml/current_obs/PASV.rss,http://weather.gov/xml/current_obs/PASV.xml
PASW,AK,Skwentna,61.97,-151.18,http://weather.noaa.gov/weather/current/PASW.html,http://weather.gov/xml/current_obs/PASW.rss,http://weather.gov/xml/current_obs/PASW.xml
PASX,AK,Soldotna,60.48,-151.03,http://weather.noaa.gov/weather/current/PASX.html,http://weather.gov/xml/current_obs/PASX.rss,http://weather.gov/xml/current_obs/PASX.xml
PASY,AK,Shemya AFB,52.72,174.12,http://weather.noaa.gov/weather/current/PASY.html,http://weather.gov/xml/current_obs/PASY.rss,http://weather.gov/xml/current_obs/PASY.xml
PATA,AK,"Tanana, Calhoun Memorial Airport",65.17,-152.1,http://weather.noaa.gov/weather/current/PATA.html,http://weather.gov/xml/current_obs/PATA.rss,http://weather.gov/xml/current_obs/PATA.xml
PATC,AK,Tin City Airways Facilities Sector,65.57,-167.92,http://weather.noaa.gov/weather/current/PATC.html,http://weather.gov/xml/current_obs/PATC.rss,http://weather.gov/xml/current_obs/PATC.xml
PATG,AK,Togiak Airport,59.05,-160.41,http://weather.noaa.gov/weather/current/PATG.html,http://weather.gov/xml/current_obs/PATG.rss,http://weather.gov/xml/current_obs/PATG.xml
PATK,AK,Talkeetna,62.3,-150.1,http://weather.noaa.gov/weather/current/PATK.html,http://weather.gov/xml/current_obs/PATK.rss,http://weather.gov/xml/current_obs/PATK.xml
PATO,AK,Portage Glacier,60.783,-148.833,http://weather.noaa.gov/weather/current/PATO.html,http://weather.gov/xml/current_obs/PATO.rss,http://weather.gov/xml/current_obs/PATO.xml
PATW,AK,Cantwell,63.41,-148.95,http://weather.noaa.gov/weather/current/PATW.html,http://weather.gov/xml/current_obs/PATW.rss,http://weather.gov/xml/current_obs/PATW.xml
PAUN,AK,Unalakleet,63.89,-160.81,http://weather.noaa.gov/weather/current/PAUN.html,http://weather.gov/xml/current_obs/PAUN.rss,http://weather.gov/xml/current_obs/PAUN.xml
PAUO,AK,Willow Airport,61.76,-150.06,http://weather.noaa.gov/weather/current/PAUO.html,http://weather.gov/xml/current_obs/PAUO.rss,http://weather.gov/xml/current_obs/PAUO.xml
PAVD,AK,Valdez 2,61.13,-146.25,http://weather.noaa.gov/weather/current/PAVD.html,http://weather.gov/xml/current_obs/PAVD.rss,http://weather.gov/xml/current_obs/PAVD.xml
PAVL,AK,Kivalina Airport,67.73,-164.55,http://weather.noaa.gov/weather/current/PAVL.html,http://weather.gov/xml/current_obs/PAVL.rss,http://weather.gov/xml/current_obs/PAVL.xml
PAVW,AK,Valdez Weather Station Office,61.13,-146.35,http://weather.noaa.gov/weather/current/PAVW.html,http://weather.gov/xml/current_obs/PAVW.rss,http://weather.gov/xml/current_obs/PAVW.xml
PAWD,AK,Seward Airport,60.12,-149.45,http://weather.noaa.gov/weather/current/PAWD.html,http://weather.gov/xml/current_obs/PAWD.rss,http://weather.gov/xml/current_obs/PAWD.xml
PAWG,AK,Wrangell,56.48,-132.37,http://weather.noaa.gov/weather/current/PAWG.html,http://weather.gov/xml/current_obs/PAWG.rss,http://weather.gov/xml/current_obs/PAWG.xml
PAWI,AK,Wainwright Airport,70.62,-159.86,http://weather.noaa.gov/weather/current/PAWI.html,http://weather.gov/xml/current_obs/PAWI.rss,http://weather.gov/xml/current_obs/PAWI.xml
PAWN,AK,Noatak,67.57,-162.98,http://weather.noaa.gov/weather/current/PAWN.html,http://weather.gov/xml/current_obs/PAWN.rss,http://weather.gov/xml/current_obs/PAWN.xml
PAWR,AK,Whittier,60.77,-148.69,http://weather.noaa.gov/weather/current/PAWR.html,http://weather.gov/xml/current_obs/PAWR.rss,http://weather.gov/xml/current_obs/PAWR.xml
PAWS,AK,Wasilla Airport,61.58,-149.45,http://weather.noaa.gov/weather/current/PAWS.html,http://weather.gov/xml/current_obs/PAWS.rss,http://weather.gov/xml/current_obs/PAWS.xml
PAXK,AK,Paxson,63.033,-145.5,http://weather.noaa.gov/weather/current/PAXK.html,http://weather.gov/xml/current_obs/PAXK.rss,http://weather.gov/xml/current_obs/PAXK.xml
PAYA,AK,Yakutat,59.52,-139.67,http://weather.noaa.gov/weather/current/PAYA.html,http://weather.gov/xml/current_obs/PAYA.rss,http://weather.gov/xml/current_obs/PAYA.xml
PAZK,AK,Eureka,61.93,-147.17,http://weather.noaa.gov/weather/current/PAZK.html,http://weather.gov/xml/current_obs/PAZK.rss,http://weather.gov/xml/current_obs/PAZK.xml
PFYU,AK,Fort Yukon,66.57,-145.27,http://weather.noaa.gov/weather/current/PFYU.html,http://weather.gov/xml/current_obs/PFYU.rss,http://weather.gov/xml/current_obs/PFYU.xml
PPIZ,AK,Point Lay LRRS,69.73,-163.02,http://weather.noaa.gov/weather/current/PPIZ.html,http://weather.gov/xml/current_obs/PPIZ.rss,http://weather.gov/xml/current_obs/PPIZ.xml
46001,AK,GULF OF AK 175NM South East of Kodiak,56.3,-148.021,http://weather.noaa.gov/weather/current/46001.html,http://weather.gov/xml/current_obs/46001.rss,http://weather.gov/xml/current_obs/46001.xml
46035,AK,BERING SEA 310 NM North of Adak,57.067,-177.75,http://weather.noaa.gov/weather/current/46035.html,http://weather.gov/xml/current_obs/46035.rss,http://weather.gov/xml/current_obs/46035.xml
46060,AK,West Orca Bay 36NM South Southwest of Valdez,60.593,-146.818,http://weather.noaa.gov/weather/current/46060.html,http://weather.gov/xml/current_obs/46060.rss,http://weather.gov/xml/current_obs/46060.xml
46061,AK,Seal Rocks 55NM South of Valdez,60.218,-146.825,http://weather.noaa.gov/weather/current/46061.html,http://weather.gov/xml/current_obs/46061.rss,http://weather.gov/xml/current_obs/46061.xml
46066,AK,S Aleutians 380NM Southwest of Kodiak,52.737,-154.961,http://weather.noaa.gov/weather/current/46066.html,http://weather.gov/xml/current_obs/46066.rss,http://weather.gov/xml/current_obs/46066.xml
46075,AK,Shumagin Islands,53.911,-160.806,http://weather.noaa.gov/weather/current/46075.html,http://weather.gov/xml/current_obs/46075.rss,http://weather.gov/xml/current_obs/46075.xml
46077,AK,Shelikof Strait,57.892,-154.291,http://weather.noaa.gov/weather/current/46077.html,http://weather.gov/xml/current_obs/46077.rss,http://weather.gov/xml/current_obs/46077.xml
46080,AK,Northwest Gulf 57NM East of Kodiak,58.035,-149.994,http://weather.noaa.gov/weather/current/46080.html,http://weather.gov/xml/current_obs/46080.rss,http://weather.gov/xml/current_obs/46080.xml
46082,AK,Cape Suckling 84NM Southeast of Cordova,59.688,-143.399,http://weather.noaa.gov/weather/current/46082.html,http://weather.gov/xml/current_obs/46082.rss,http://weather.gov/xml/current_obs/46082.xml
